ticket_id,booking_id,customer_id,category,severity,workflow,created_ts,resolved_ts,first_response_hours,resolution_hours,csat_score,escalated_flag
TCK106673,CNR1872724,CID7313327,Driver Complaint,High,auto_routing,2024-05-04 15:39:50.690801895,2024-05-06 01:40:04.252483096,9.532516171972835,34.00376713366671,3,True
TCK106674,CNR4456138,CID7812681,Refund Request,Medium,auto_routing,2024-01-04 00:42:44.181177176,2024-01-04 09:00:32.030191413,1.5711425242632204,8.296624726177102,3,False
TCK106675,CNR1042643,CID8786523,Refund Request,High,legacy_manual,2024-07-07 13:46:41.218359404,2024-07-08 06:32:27.664679603,4.107505482465114,16.76290175561066,2,False
TCK106676,CNR7528893,CID5402515,Service Availability Complaint,Low,legacy_manual,2024-03-27 12:06:33.104278794,2024-03-27 16:02:07.845645970,1.1890524410070833,3.9263170464378736,4,False
TCK106677,CNR2025483,CID3753610,Service Availability Complaint,Medium,auto_routing,2024-09-09 13:39:13.052231202,2024-09-09 22:38:45.985045690,2.825422085738616,8.992481337357752,4,False
TCK106678,CNR2831827,CID4933041,Service Availability Complaint,Low,auto_routing,2024-03-13 15:35:51.566776472,2024-03-13 16:31:58.776804483,0.2868663463768323,0.9353361188915374,5,False
TCK106679,CNR7123015,CID8321090,Service Availability Complaint,Low,legacy_manual,2024-03-03 12:30:44.479172750,2024-03-03 16:03:23.557159835,0.7198718148567743,3.5441883297455847,4,False
TCK106680,CNR3102945,CID6360235,Refund Request,Medium,legacy_manual,2024-07-23 10:37:08.742968758,2024-07-23 18:01:30.333086441,2.3156168522943585,7.405997254912358,4,False
TCK106681,CNR5270319,CID2425039,Service Availability Complaint,Medium,legacy_manual,2024-04-12 00:59:16.874975745,2024-04-13 18:13:43.019506912,10.60380441079058,41.24059570310162,3,True
TCK106682,CNR6462539,CID5600737,Refund Request,High,legacy_manual,2024-10-12 15:19:33.899923118,2024-10-13 10:39:36.866604392,3.354280000219885,19.334157411465377,3,False
TCK106683,CNR5376629,CID8669314,Refund Request,Medium,legacy_manual,2024-04-25 15:10:48.110096681,2024-04-26 15:49:33.993078637,4.240720034389223,24.646078606098744,3,False
TCK106684,CNR9659142,CID3714975,General Inquiry,Low,auto_routing,2024-07-17 01:34:06.524169539,2024-07-17 07:41:11.210166841,0.930495276091115,6.1179683325844785,4,False
TCK106685,CNR7123929,CID4677591,Refund Request,Medium,auto_routing,2024-06-09 01:32:02.232607213,2024-06-09 12:22:11.706083171,3.5182177996778448,10.835964854432657,3,False
TCK106686,CNR8421602,CID2535251,Service Availability Complaint,Low,legacy_manual,2024-01-21 09:54:02.110095384,2024-01-21 10:21:09.785425855,0.13285437998369992,0.45213203624242876,4,False
TCK106687,CNR3642026,CID7078655,Refund Request,Medium,legacy_manual,2024-01-29 21:43:44.914629003,2024-01-30 05:29:15.773135689,2.1911805798125337,7.758571807413179,3,False
TCK106688,CNR3330395,CID7026298,Booking Issue,Low,legacy_manual,2024-01-09 20:50:40.244467740,2024-01-10 00:25:42.566706181,0.6689454380966441,3.583978399567498,4,False
TCK106689,CNR6876717,CID2675030,Vehicle Issue,Medium,legacy_manual,2024-04-04 22:16:17.608478057,2024-04-06 18:48:00.402181133,12.167016132900045,44.52855380640992,3,False
TCK106690,CNR9644745,CID7259296,Driver Complaint,High,auto_routing,2024-10-03 17:00:05.462894146,2024-10-05 02:40:44.268192980,6.238268345167873,33.677445916343075,3,False
TCK106691,CNR1091664,CID5284683,Ride Safety Concern,High,legacy_manual,2024-05-02 10:57:39.518798828,2024-05-04 07:31:48.644339796,12.061323636755489,44.56920153915815,3,False
TCK106692,CNR4005446,CID6723213,Driver Complaint,High,legacy_manual,2024-11-30 18:48:21.176281742,2024-12-01 09:43:15.700088873,4.328137710583409,14.915145501980593,3,False
TCK106693,CNR8990915,CID4954812,Vehicle Issue,Medium,auto_routing,2024-03-05 20:07:45.900045386,2024-03-06 10:56:45.205618286,3.4974985434757526,14.816473770250397,4,False
TCK106694,CNR3108429,CID6770995,Refund Request,Medium,auto_routing,2024-06-19 17:47:41.756368819,2024-06-20 06:48:04.535796574,3.175131110278963,13.006327618820563,4,False
TCK106695,CNR3396134,CID6519395,Driver Complaint,High,legacy_manual,2024-12-15 01:38:06.198592179,2024-12-17 04:13:18.615964491,13.789001880163513,50.5867826034204,2,False
TCK106696,CNR1512172,CID6367469,General Inquiry,Low,auto_routing,2024-10-01 22:52:14.282337865,2024-10-02 04:57:08.243131814,1.6952287047960672,6.081655776096982,5,False
TCK106697,CNR9760112,CID6355437,Driver Complaint,Critical,legacy_manual,2024-06-02 22:39:04.055882377,2024-06-03 23:37:56.270529871,4.154583273756739,24.98117073541482,2,False
TCK106698,CNR4182971,CID4223546,Driver Complaint,Critical,legacy_manual,2024-02-08 00:06:07.015058878,2024-02-08 21:56:59.333127828,6.200031003233556,21.847866130264016,3,False
TCK106699,CNR7148289,CID2834283,Driver Complaint,High,auto_routing,2024-04-13 21:34:37.399183323,2024-04-14 05:11:55.624823926,2.220116697351603,7.621729344612246,3,False
TCK106700,CNR9997978,CID5652927,Refund Request,Medium,legacy_manual,2024-10-05 22:33:24.143066228,2024-10-06 07:24:43.888129029,2.8615557041537465,8.855484739666778,4,False
TCK106701,CNR8543973,CID2729730,Driver Complaint,Critical,legacy_manual,2024-08-01 12:08:26.539909082,2024-08-02 10:01:00.150935802,4.602182119555256,21.876003062977926,2,False
TCK106702,CNR6245346,CID3521604,Refund Request,High,auto_routing,2024-06-25 23:34:47.184245480,2024-06-26 05:14:55.440278290,1.9656292008674312,5.668960009113864,4,False
TCK106703,CNR2036570,CID7069992,General Inquiry,Low,legacy_manual,2024-02-05 19:15:26.800084107,2024-02-06 01:41:55.604447143,1.6056116077750389,6.441334545288299,4,False
TCK106704,CNR6388723,CID6869818,Driver Complaint,High,legacy_manual,2024-08-31 20:24:19.386332678,2024-09-02 22:18:19.170170080,16.274421139733274,49.89993995483374,2,False
TCK106705,CNR1703660,CID3036889,Refund Request,High,auto_routing,2024-11-30 20:46:09.006603104,2024-12-02 10:52:37.177602604,8.91044767582423,38.10782527763878,2,False
TCK106706,CNR4187465,CID1935003,Service Availability Complaint,Low,auto_routing,2024-02-08 03:46:43.568018590,2024-02-08 07:25:51.528354440,0.6880728493754165,3.6522112044032506,5,False
TCK106707,CNR3735521,CID7684884,Refund Request,Medium,auto_routing,2024-12-25 21:44:55.109104950,2024-12-26 00:56:52.345485278,0.5222675975475706,3.1992323278693653,4,False
TCK106708,CNR5520351,CID9007535,Driver Complaint,High,legacy_manual,2024-11-16 14:42:56.581289908,2024-11-17 18:24:17.322026218,9.132748708938243,27.689094648974553,3,False
TCK106709,CNR2378497,CID7835261,Refund Request,Medium,auto_routing,2024-11-21 23:00:27.475339238,2024-11-22 01:41:22.296317496,0.8758456299768802,2.6818947161825597,4,True
TCK106710,CNR7079387,CID4854514,Ride Safety Concern,Critical,auto_routing,2024-12-05 21:36:10.601137022,2024-12-10 10:31:10.712484954,28.486406335268683,108.91669759664757,2,True
TCK106711,CNR3585799,CID9092007,General Inquiry,Low,legacy_manual,2024-07-02 17:08:10.331585638,2024-07-02 21:05:20.413185017,1.0213347653464315,3.952800444272382,4,False
TCK106712,CNR9217059,CID6935393,Driver Complaint,High,auto_routing,2024-11-26 13:55:11.684714996,2024-11-27 03:51:24.052015336,3.378871764755937,13.936768694538731,4,True
TCK106713,CNR7791173,CID7245052,Refund Request,Medium,legacy_manual,2024-01-02 19:33:24.116473073,2024-01-03 13:26:40.795335089,3.2933287939939526,17.887966350559946,3,False
TCK106714,CNR9571917,CID1347968,Service Availability Complaint,Low,auto_routing,2024-06-01 13:27:22.205375712,2024-06-01 17:34:16.103837380,1.3056233442658578,4.114971794907847,4,True
TCK106715,CNR6630188,CID1421847,Driver Complaint,High,auto_routing,2024-01-11 00:29:10.358266102,2024-01-12 02:41:14.789067452,8.170004937091859,26.201230778153235,3,False
TCK106716,CNR9203287,CID5860222,Refund Request,Medium,auto_routing,2024-04-21 11:06:55.981613286,2024-04-21 20:48:42.114863808,1.5786890686780897,9.696148125145479,4,False
TCK106717,CNR3459881,CID2920676,Refund Request,Medium,auto_routing,2024-07-30 14:29:32.495221652,2024-07-31 01:21:29.906215758,2.539728123930733,10.86594749836252,4,False
TCK106718,CNR5504668,CID3593996,Service Availability Complaint,Low,auto_routing,2024-06-22 21:06:38.350110084,2024-06-23 01:09:01.208707519,0.9727262475193936,4.039682943731956,4,False
TCK106719,CNR8199321,CID6512572,Driver Complaint,High,legacy_manual,2024-10-04 09:32:56.911324084,2024-10-04 12:02:43.762249369,0.5872884562544918,2.4963474792457387,4,True
TCK106720,CNR8497350,CID1962161,Refund Request,Medium,auto_routing,2024-01-14 13:58:54.923369264,2024-01-15 01:01:53.648135835,2.7815258892671406,11.049645768491517,4,False
TCK106721,CNR1898971,CID2847650,Driver Complaint,High,legacy_manual,2024-12-27 14:12:22.364390947,2024-12-29 06:52:15.538541504,10.856517262732151,40.66477059737681,2,True
TCK106722,CNR8895821,CID2579268,Refund Request,Medium,legacy_manual,2024-08-24 11:11:50.133372731,2024-08-27 20:59:30.120045194,25.343463827773714,81.79444074235101,2,False
TCK106723,CNR7271282,CID6258671,Ride Safety Concern,High,auto_routing,2024-11-16 10:24:39.949279109,2024-11-16 20:19:31.658205614,2.5753606348857274,9.914363590695777,3,False
TCK106724,CNR9795868,CID4833533,Vehicle Issue,Medium,auto_routing,2024-04-12 08:45:34.401876450,2024-04-12 21:15:05.051472122,4.322959702443475,12.491847109908951,4,False
TCK106725,CNR8008374,CID3990568,Ride Safety Concern,High,auto_routing,2024-06-29 00:28:40.909721777,2024-06-29 20:31:57.927932714,4.843844281615078,20.054727280816284,3,False
TCK106726,CNR3867110,CID7489907,Driver Complaint,Critical,auto_routing,2024-07-13 13:54:47.452835769,2024-07-16 13:10:53.126479816,17.81596896086283,71.26824267890244,2,False
TCK106727,CNR2804587,CID1415837,Refund Request,Medium,auto_routing,2024-11-26 09:09:30.015996642,2024-11-27 03:47:43.224673855,3.201453987239316,18.637002410336688,3,False
TCK106728,CNR3339897,CID6491517,Driver Complaint,Critical,auto_routing,2024-12-27 17:02:17.944209084,2024-12-28 19:44:00.262486502,7.286854492372286,26.695088410393836,3,False
TCK106729,CNR3634667,CID1226959,Refund Request,Medium,auto_routing,2024-06-16 17:27:15.586510664,2024-06-17 17:21:54.412327622,7.514705335697254,23.910784949154795,4,False
TCK106730,CNR2322273,CID7689018,General Inquiry,Low,legacy_manual,2024-11-05 17:59:56.266518239,2024-11-05 21:33:22.482436043,1.125990072923179,3.5572821993895687,4,False
TCK106731,CNR7371637,CID6198602,General Inquiry,Low,auto_routing,2024-07-05 14:49:12.895050674,2024-07-05 17:10:55.388210564,0.5183013585025092,2.361803655525331,5,False
TCK106732,CNR6723162,CID1701606,Refund Request,High,auto_routing,2024-09-23 16:48:14.238800596,2024-09-25 02:38:13.715054065,10.456856437113435,33.83318784818623,3,False
TCK106733,CNR1111361,CID4630101,Service Availability Complaint,Low,auto_routing,2024-02-17 19:13:24.428465520,2024-02-18 11:37:23.956769234,3.659241611422932,16.399868973253657,4,False
TCK106734,CNR5060958,CID7275443,Refund Request,High,legacy_manual,2024-01-20 14:10:57.621807159,2024-01-20 18:40:05.750892022,0.845328198237638,4.485591412461702,3,False
TCK106735,CNR6958701,CID9125105,Driver Complaint,High,auto_routing,2024-03-25 17:30:18.841845439,2024-03-26 08:08:46.883434550,2.208966121732515,14.641122663641635,3,False
TCK106736,CNR7762657,CID1002086,Service Availability Complaint,Low,auto_routing,2024-04-26 22:12:02.497288364,2024-04-27 02:23:25.254848620,0.8400435772929946,4.189654877849423,5,False
TCK106737,CNR1040468,CID2280026,Driver Complaint,Critical,auto_routing,2024-05-05 18:41:17.622331001,2024-05-08 18:26:00.324987968,24.666688456916308,71.74519518249055,2,True
TCK106738,CNR9798548,CID4373812,Driver Complaint,High,legacy_manual,2024-07-20 18:58:55.293824088,2024-07-21 01:59:52.777579724,1.4797509383508995,7.015967709899333,4,False
TCK106739,CNR1777884,CID5546605,Driver Complaint,High,auto_routing,2024-10-05 09:29:41.069448921,2024-10-05 17:34:44.095226902,2.497311333968175,8.084173827216905,3,True
TCK106740,CNR1852929,CID2631040,Refund Request,Medium,auto_routing,2024-10-02 17:41:38.559276640,2024-10-03 01:42:23.213899343,2.2621844429734517,8.012404061861739,4,False
TCK106741,CNR8120258,CID8698847,Driver Complaint,Critical,auto_routing,2024-04-04 21:23:31.493408400,2024-04-06 09:15:38.458827044,8.52243452181444,35.86860150517888,2,False
TCK106742,CNR4993509,CID5339077,Driver Complaint,High,legacy_manual,2024-04-16 17:05:38.090109565,2024-04-17 03:09:05.018959265,1.6604862666740996,10.057480236028498,4,False
TCK106743,CNR6371077,CID4251031,Refund Request,Medium,legacy_manual,2024-09-20 23:53:39.052514244,2024-09-21 06:00:01.860435207,2.003935046501283,6.106335533601159,4,False
TCK106744,CNR6901617,CID2716882,Refund Request,High,auto_routing,2024-08-16 14:25:00.621687385,2024-08-17 12:13:19.710810076,6.420394292950251,21.805302534080603,3,False
TCK106745,CNR7813712,CID6343982,Driver Complaint,High,auto_routing,2024-05-18 19:20:04.745024158,2024-05-20 02:41:40.180058244,6.071195970436915,31.359843065023558,2,True
TCK106746,CNR3532746,CID5778788,Vehicle Issue,Medium,auto_routing,2024-06-25 00:36:55.701016839,2024-06-25 18:12:47.193419921,5.505226131552565,17.59763677863437,3,False
TCK106747,CNR4462002,CID7725108,Driver Complaint,High,auto_routing,2024-03-13 19:20:31.204926801,2024-03-14 09:43:50.669781275,3.466002893956624,14.388740237354268,3,False
TCK106748,CNR2611072,CID4835725,Vehicle Issue,High,auto_routing,2024-02-04 18:47:41.965873603,2024-02-06 04:04:27.300454241,9.595790844985185,33.27925960573291,3,True
TCK106749,CNR6832490,CID7942764,Service Availability Complaint,Low,legacy_manual,2024-08-07 17:59:10.698953484,2024-08-07 21:53:27.105648790,0.8962646083147092,3.9045574153625324,5,False
TCK106750,CNR8805145,CID2186566,Driver Complaint,High,auto_routing,2024-12-01 12:11:30.551919369,2024-12-02 22:25:01.425507069,8.863863235891225,34.22524266324968,2,False
TCK106751,CNR3474693,CID1867313,Refund Request,Medium,auto_routing,2024-03-19 23:15:40.678913525,2024-03-20 15:53:38.833408739,3.1957633162262185,16.632820693114848,4,False
TCK106752,CNR1577848,CID7803241,Booking Issue,Low,auto_routing,2024-08-14 00:46:30.589934092,2024-08-14 08:28:00.146127875,2.4312207124605814,7.691543387162082,5,False
TCK106753,CNR1443796,CID5869703,Service Availability Complaint,Low,auto_routing,2024-07-14 11:39:43.246131053,2024-07-14 12:38:56.968640262,0.31366672024618153,0.987145141446821,4,False
TCK106754,CNR7064393,CID1900374,Booking Issue,Low,legacy_manual,2024-12-05 16:11:32.904826615,2024-12-05 17:37:18.576175924,0.34062706317038627,1.4293531525855798,5,False
TCK106755,CNR8607494,CID4945679,Refund Request,Medium,auto_routing,2024-10-18 14:24:35.578750262,2024-10-18 21:01:32.428155665,2.0722167096081603,6.61579150150099,5,False
TCK106756,CNR3589154,CID4506371,Refund Request,High,auto_routing,2024-07-18 08:17:17.278541974,2024-07-19 08:57:10.355833238,4.725157743834709,24.66474369201789,3,False
TCK106757,CNR4807314,CID8760307,Refund Request,Medium,auto_routing,2024-10-10 00:38:36.682284514,2024-10-10 17:22:23.233733210,2.833221217722742,16.729597624637744,4,False
TCK106758,CNR4052650,CID7058774,Refund Request,Medium,legacy_manual,2024-11-14 20:46:10.820808466,2024-11-15 02:53:53.914476692,2.0027034989161017,6.128637130062783,3,False
TCK106759,CNR4058979,CID9914438,Refund Request,Medium,legacy_manual,2024-05-24 21:10:37.396368424,2024-05-25 07:17:10.381806644,3.4187884149924472,10.109162621727764,4,False
TCK106760,CNR8679464,CID4275841,Service Availability Complaint,Low,auto_routing,2024-02-01 14:04:37.004381102,2024-02-02 02:12:24.170633190,3.2871644199190033,12.129768403358215,5,False
TCK106761,CNR7085370,CID6910151,Ride Safety Concern,High,auto_routing,2024-08-18 14:36:15.674738935,2024-08-19 22:31:27.922888904,6.654098123664095,31.920068930546734,2,False
TCK106762,CNR2978557,CID9384316,Refund Request,Medium,auto_routing,2024-04-27 17:34:16.893576218,2024-04-28 08:38:08.228762355,2.777245247779671,15.064259773927121,4,False
TCK106763,CNR1294261,CID6422627,Refund Request,Medium,legacy_manual,2024-08-26 00:48:28.871431946,2024-08-26 10:49:47.551755818,2.342997988339799,10.021855645519523,4,False
TCK106764,CNR3385586,CID6550214,Service Availability Complaint,Low,auto_routing,2024-06-25 15:02:29.542160004,2024-06-25 16:53:46.038672909,0.635073452641257,1.8545823646964745,4,False
TCK106765,CNR7788111,CID9892093,Driver Complaint,High,auto_routing,2024-11-06 15:41:40.990300274,2024-11-08 01:44:24.036369118,9.790220303584592,34.04529057467882,3,False
TCK106766,CNR1379455,CID8903535,Refund Request,High,auto_routing,2024-11-03 11:45:45.663299134,2024-11-04 02:25:39.308991349,4.0520436849001,14.66490158117066,3,False
TCK106767,CNR5618369,CID8794826,Refund Request,Medium,legacy_manual,2024-10-15 16:10:01.307328144,2024-10-16 06:04:20.600430972,3.9916746881764844,13.9053591952297,3,False
TCK106768,CNR5257556,CID1161781,Service Availability Complaint,Low,auto_routing,2024-03-25 02:19:58.147935624,2024-03-25 04:00:26.557568419,0.46440489507536453,1.6745582313315968,5,False
TCK106769,CNR7109626,CID8067005,Ride Safety Concern,High,auto_routing,2024-01-18 15:43:55.107142982,2024-01-19 15:19:17.126135583,5.098428757702218,23.58944972016745,3,False
TCK106770,CNR7798017,CID7494455,Refund Request,Medium,auto_routing,2024-05-22 13:24:57.814752548,2024-05-22 17:55:17.445724030,1.2858849388625961,4.5054530476341235,4,False
TCK106771,CNR8642364,CID5651742,Refund Request,High,legacy_manual,2024-12-13 19:59:55.448173489,2024-12-13 20:39:49.237807283,0.10021715112983325,0.6649415649425091,4,False
TCK106772,CNR9549199,CID3061035,Refund Request,Medium,auto_routing,2024-05-14 19:23:57.577934950,2024-05-14 23:27:12.713983854,0.632624596963641,4.054204458028531,5,False
TCK106773,CNR9631201,CID3374032,Driver Complaint,High,auto_routing,2024-06-09 13:22:01.432458796,2024-06-09 18:12:53.354547467,0.761754155112976,4.847756135742205,4,False
TCK106774,CNR5021610,CID1582352,Driver Complaint,High,auto_routing,2024-02-24 09:15:44.643195184,2024-02-25 08:16:34.806944496,3.5256798483923095,23.013934374809256,3,False
TCK106775,CNR3249165,CID5382856,Refund Request,Medium,legacy_manual,2024-08-20 22:52:47.912821536,2024-08-21 06:46:42.035116411,2.6859145615252844,7.898367304132114,4,False
TCK106776,CNR5406933,CID9687783,Service Availability Complaint,Medium,legacy_manual,2024-11-21 13:30:59.320575746,2024-11-21 19:03:39.664816949,1.3477456346338779,5.544540067001366,4,False
TCK106777,CNR6178357,CID2471479,Ride Safety Concern,High,auto_routing,2024-01-05 15:08:14.763511330,2024-01-07 09:14:31.823587333,10.27353474109461,42.10473891000069,2,True
TCK106778,CNR2611978,CID8894804,Driver Complaint,Critical,auto_routing,2024-05-27 21:18:55.426113123,2024-05-28 02:32:55.065176635,0.8749492929059841,5.233233073198453,3,False
TCK106779,CNR9555005,CID5429030,Refund Request,Medium,auto_routing,2024-05-23 00:47:31.521660045,2024-05-23 17:37:10.760722141,4.247957882095284,16.82756640613774,4,False
TCK106780,CNR1583108,CID2588071,Refund Request,Medium,legacy_manual,2024-03-09 03:44:39.449325465,2024-03-09 19:01:53.640532750,3.9533469189913295,15.287275335356568,4,False
TCK106781,CNR6649181,CID5914024,Refund Request,High,auto_routing,2024-08-19 21:50:52.432133281,2024-08-20 17:06:28.883272508,5.097172906505618,19.260125316451838,3,False
TCK106782,CNR1445351,CID3063050,Driver Complaint,High,legacy_manual,2024-04-29 22:30:41.668882056,2024-04-30 16:04:31.821038976,4.4468392541482,17.56393115470005,3,False
TCK106783,CNR6188308,CID6776732,Driver Complaint,High,legacy_manual,2024-06-26 10:20:44.892168451,2024-06-26 23:06:27.534124009,3.628709422700295,12.761844987655003,3,False
TCK106784,CNR6798877,CID1356967,Driver Complaint,High,legacy_manual,2024-01-05 03:04:37.178301994,2024-01-06 04:49:03.884512786,5.075191021682134,25.740751725220257,3,False
TCK106785,CNR5613987,CID5363367,Refund Request,Medium,legacy_manual,2024-09-10 18:17:26.706897773,2024-09-10 22:54:08.608980575,0.729364742552419,4.611639467445329,4,False
TCK106786,CNR2244148,CID2903228,General Inquiry,Medium,auto_routing,2024-10-27 01:54:26.531574006,2024-10-27 09:49:03.776050791,2.3895894603737453,7.910345687995903,4,False
TCK106787,CNR8314864,CID6149062,Service Availability Complaint,Low,auto_routing,2024-06-22 11:05:32.219168798,2024-06-22 11:53:24.321923408,0.13101367610174125,0.7978063207251126,5,False
TCK106788,CNR9035383,CID8017850,Refund Request,High,auto_routing,2024-05-10 16:56:11.805288239,2024-05-12 17:53:14.862356679,13.537427625339603,48.950849185678074,3,True
TCK106789,CNR6882188,CID2118225,Booking Issue,Low,legacy_manual,2024-05-10 21:47:02.280822226,2024-05-11 00:09:19.188961292,0.8123249405354732,2.3713633719632976,4,False
TCK106790,CNR7807761,CID8379112,Refund Request,Medium,auto_routing,2024-12-29 19:21:27.654256083,2024-12-30 02:19:02.072784643,2.0480713670296415,6.95956070237774,4,False
TCK106791,CNR9221504,CID8594938,Service Availability Complaint,Low,auto_routing,2024-06-22 18:12:49.510645998,2024-06-22 19:18:48.922119319,0.2729981095819662,1.0998365203667255,4,False
TCK106792,CNR4487576,CID3212541,General Inquiry,Low,legacy_manual,2024-06-10 14:23:39.515515230,2024-06-10 17:38:01.118419734,0.894737014134723,3.2393341401400546,4,False
TCK106793,CNR2834318,CID5225614,Driver Complaint,High,auto_routing,2024-09-24 21:31:52.873575840,2024-09-25 06:05:23.728921485,1.8954953457737131,8.55857092934585,3,False
TCK106794,CNR4575113,CID6397492,Service Availability Complaint,Medium,legacy_manual,2024-09-22 05:16:00.595235161,2024-09-22 16:22:01.154692617,3.279600500335392,11.100155404848731,4,False
TCK106795,CNR7630580,CID8030506,Driver Complaint,High,auto_routing,2024-06-28 08:21:07.559811122,2024-06-28 09:12:21.349785664,0.18068059180157464,0.8538305484837129,3,False
TCK106796,CNR5446034,CID4089452,Vehicle Issue,Medium,auto_routing,2024-10-22 17:43:57.948138623,2024-10-23 01:09:56.868301169,2.328530796834356,7.433033378484857,4,False
TCK106797,CNR1978966,CID1242697,Refund Request,Medium,auto_routing,2024-09-25 01:31:18.058649482,2024-09-25 13:02:44.022686454,3.2974182277211916,11.523878899159397,4,False
TCK106798,CNR7865348,CID9320573,Refund Request,Medium,auto_routing,2024-03-31 18:49:10.346944839,2024-04-01 08:46:39.361070146,3.0293521130292227,13.958059479252121,4,False
TCK106799,CNR1956537,CID8613992,Service Availability Complaint,Low,auto_routing,2024-05-11 21:49:29.717475586,2024-05-12 04:23:03.443387582,1.9427953036875227,6.559368308887775,4,False
TCK106800,CNR8964509,CID3787207,Driver Complaint,High,legacy_manual,2024-10-30 14:07:19.989002537,2024-10-30 19:43:17.016171075,1.8901344249996965,5.599174213482613,3,False
TCK106801,CNR3638853,CID4288644,Vehicle Issue,Medium,auto_routing,2024-05-08 21:23:09.744149977,2024-05-10 10:21:39.913983389,10.409118581881602,36.975047175947935,3,False
TCK106802,CNR5771928,CID5052362,Refund Request,Medium,legacy_manual,2024-12-07 19:35:45.269471774,2024-12-08 03:34:46.376610812,1.5744275440468052,7.983640871955111,4,False
TCK106803,CNR4604917,CID5693079,Refund Request,High,auto_routing,2024-08-04 10:52:48.704830144,2024-08-05 04:33:52.612705195,6.1615035719524816,17.684418854181047,3,False
TCK106804,CNR5796891,CID8364483,Refund Request,High,legacy_manual,2024-09-05 00:51:32.867273805,2024-09-06 05:43:47.119850814,6.059071904010316,28.870625715836205,3,True
TCK106805,CNR9984070,CID1150355,Refund Request,High,auto_routing,2024-11-18 23:27:08.006995696,2024-11-20 04:14:06.236636104,9.523705552206241,28.78284156677975,3,True
TCK106806,CNR9014569,CID4044392,Service Availability Complaint,Medium,legacy_manual,2024-01-03 19:14:26.517752938,2024-01-04 13:02:36.795106882,5.9332425245283895,17.8028548205405,4,False
TCK106807,CNR5871244,CID5707788,Refund Request,Medium,auto_routing,2024-07-29 00:51:15.343382543,2024-07-30 00:55:39.778446253,4.255954424416059,24.073454184364167,3,False
TCK106808,CNR5038298,CID3554154,Driver Complaint,High,auto_routing,2024-10-01 13:55:42.047376804,2024-10-01 22:26:46.511193050,2.4380584454450744,8.51790661562446,3,False
TCK106809,CNR4374159,CID4994796,Driver Complaint,High,legacy_manual,2024-09-27 13:57:14.914780735,2024-09-29 22:05:41.100069118,12.621129832118424,56.14060702455072,2,False
TCK106810,CNR1890872,CID2405237,General Inquiry,Low,legacy_manual,2024-02-14 11:14:39.656214094,2024-02-14 16:38:26.020120972,1.887601391225328,5.396212196354858,4,True
TCK106811,CNR8420294,CID7895758,General Inquiry,Low,legacy_manual,2024-04-07 13:00:37.012106445,2024-04-07 21:34:31.498330926,2.6506067285500476,8.565135062356287,4,False
TCK106812,CNR5078639,CID5480864,Driver Complaint,Critical,auto_routing,2024-02-16 12:35:34.484492016,2024-02-17 21:30:08.295056022,8.535297002574277,32.90939182333461,2,False
TCK106813,CNR1313105,CID9374794,Vehicle Issue,Medium,legacy_manual,2024-04-20 01:18:01.347313329,2024-04-20 08:31:12.205153507,1.9586802120278735,7.2196827333831095,3,False
TCK106814,CNR6607035,CID2294193,Service Availability Complaint,Medium,legacy_manual,2024-05-10 12:47:06.447391234,2024-05-10 17:23:14.338303068,1.585494515267016,4.6021919199535795,4,False
TCK106815,CNR6367065,CID8537118,Refund Request,Medium,auto_routing,2024-10-12 00:22:54.830985489,2024-10-12 07:50:42.176933754,1.9291338190022047,7.46315165229641,4,False
TCK106816,CNR4738732,CID5017142,Driver Complaint,Critical,legacy_manual,2024-08-08 00:05:40.689839887,2024-08-09 11:16:02.743248821,7.772021960236685,35.172792613592705,2,False
TCK106817,CNR2268460,CID1762921,Booking Issue,Low,auto_routing,2024-06-04 15:16:05.905311182,2024-06-04 19:35:11.512496806,0.7109621682294374,4.318224218229248,4,False
TCK106818,CNR1232647,CID9529205,General Inquiry,Low,auto_routing,2024-12-04 01:39:41.123223545,2024-12-04 02:24:39.536651877,0.1342218964963245,0.7495592856476488,4,False
TCK106819,CNR1781309,CID3676259,Refund Request,Medium,auto_routing,2024-01-01 20:01:12.320255116,2024-01-02 06:05:12.174324721,1.5564382150735776,10.066626130446128,4,False
TCK106820,CNR3244738,CID8142096,Refund Request,High,legacy_manual,2024-12-29 09:08:40.411803478,2024-12-30 23:45:28.925587499,6.185557861634341,38.61347605111744,3,True
TCK106821,CNR8031860,CID3207288,Refund Request,Medium,legacy_manual,2024-11-24 23:00:55.270362746,2024-11-26 11:09:35.042392866,10.725057174081734,36.14438111947815,3,True
TCK106822,CNR1327240,CID6743687,Service Availability Complaint,Low,legacy_manual,2024-08-31 04:55:45.052214926,2024-08-31 08:42:19.119833995,0.8254506067675559,3.776129894186029,4,False
TCK106823,CNR9241249,CID3543541,Driver Complaint,High,legacy_manual,2024-06-15 21:17:19.849841144,2024-06-16 17:31:37.152874796,4.805373264011965,20.23813973157034,3,False
TCK106824,CNR7407004,CID3545408,Driver Complaint,Critical,auto_routing,2024-11-08 09:25:21.768429917,2024-11-09 10:04:50.169150957,3.7604035457955485,24.657889089178283,2,True
TCK106825,CNR4593299,CID3893495,Driver Complaint,High,auto_routing,2024-08-11 00:29:55.850545990,2024-08-12 05:20:26.785385491,8.690993153840235,28.84192634430575,2,True
