booking_id,customer_id,booking_ts,booking_status,vehicle_type,pickup_location,drop_location,avg_vtat_min,avg_ctat_min,cancelled_by_customer_flag,customer_cancel_reason,cancelled_by_driver_flag,driver_cancel_reason,incomplete_flag,incomplete_reason,booking_value,ride_distance_km,driver_rating,customer_rating,payment_method,is_suspect_completed
CNR9798482,CID5791587,2024-08-12 14:18:36,Completed,Auto,Udyog Vihar,Kadarpur,4.8,29.5,,,,,,,116.0,13.73,4.1,4.4,Credit Card,0
CNR2351986,CID1335159,2024-02-09 17:03:01,Cancelled by Driver,Auto,Nirman Vihar,Lok Kalyan Marg,6.4,,,,1,Customer related issue,,,,,,,,0
CNR5451645,CID5886685,2024-06-14 21:39:26,Completed,Uber XL,Huda City Centre,Ramesh Nagar,4.6,41.2,,,,,,,682.0,15.32,4.7,3.9,UPI,0
CNR5372844,CID3631040,2024-06-02 10:36:00,Completed,Bike,Vidhan Sabha,Golf Course Road,14.3,41.5,,,,,,,349.0,6.32,4.6,3.8,UPI,0
CNR5170966,CID6416652,2024-11-07 05:15:05,Completed,eBike,Kanhaiya Nagar,Subhash Nagar,6.7,15.5,,,,,,,52.0,32.18,4.4,4.9,Cash,0
CNR3974239,CID3406025,2024-07-29 03:55:03,Cancelled by Customer,Go Mini,Saket A Block,Patel Chowk,12.1,,1,AC is not working,,,,,,,,,,0
CNR4850128,CID3540816,2024-10-19 20:47:23,Completed,Go Mini,Palam Vihar,Lajpat Nagar,5.2,32.6,,,,,,,578.0,10.93,4.3,4.6,UPI,0
CNR5938581,CID7409732,2024-04-16 04:37:46,Completed,Bike,Central Secretariat,South Extension,7.7,42.7,,,,,,,825.0,39.19,3.2,3.1,Cash,0
CNR8278177,CID5313466,2024-04-16 11:32:50,Completed,Bike,Paharganj,Kalkaji,3.8,22.4,,,,,,,93.0,49.4,4.9,4.8,UPI,0
CNR7475501,CID4204728,2024-01-25 08:45:00,Cancelled by Driver,Go Mini,IGI Airport,Mansarovar Park,3.8,,,,1,More than permitted people in there,,,,,,,,0
CNR3533831,CID8300159,2024-08-30 04:04:02,Completed,Bike,Chirag Delhi,Jama Masjid,3.2,18.8,,,,,,,721.0,21.13,4.3,4.9,Cash,0
CNR5009589,CID2777790,2024-02-11 16:33:25,Completed,Auto,Ambience Mall,New Colony,6.6,28.4,,,,,,,1308.0,25.36,4.3,3.7,Debit Card,0
CNR3108839,CID8681033,2024-01-17 22:01:42,Completed,Bike,Rajouri Garden,GTB Nagar,9.5,39.1,,,,,,,496.0,40.88,3.9,4.9,Cash,0
CNR3183439,CID3302335,2024-01-05 19:13:00,Cancelled by Customer,Bike,Kaushambi,Sikanderpur,16.7,,1,Driver is not moving towards pickup location,,,,,,,,,,0
CNR5180456,CID2600835,2024-03-26 09:08:22,Completed,Auto,ITO,Kalkaji,13.1,26.3,,,,,,,58.0,12.03,4.7,3.7,UPI,0
CNR8350922,CID6930101,2024-11-01 20:55:45,Completed,Go Mini,Munirka,Chirag Delhi,5.5,18.7,,,,,,,170.0,15.54,4.3,4.9,UPI,0
CNR4789547,CID7566761,2024-01-12 23:02:29,Completed,Auto,Kanhaiya Nagar,Anand Vihar ISBT,13.6,43.0,,,,,,,695.0,33.6,4.6,4.9,UPI,0
CNR8693801,CID9770884,2024-07-13 20:55:47,Cancelled by Driver,Bike,Noida Extension,Govindpuri,10.9,,,,1,The customer was coughing/sick,,,,,,,,0
CNR6024118,CID6469994,2024-06-02 16:05:23,Completed,Go Mini,Central Secretariat,Model Town,3.8,32.9,,,,,,,147.0,45.63,3.9,3.9,UPI,0
CNR9213543,CID8180428,2024-08-17 11:39:34,Completed,Bike,Faridabad Sector 15,Connaught Place,5.5,23.7,,,,,,,975.0,32.33,3.9,4.6,UPI,0
CNR8975922,CID4615168,2024-04-06 18:41:54,Cancelled by Customer,eBike,Kadarpur,GTB Nagar,13.6,,1,Change of plans,,,,,,,,,,0
CNR2321782,CID4376902,2024-12-08 03:19:48,Completed,Auto,AIIMS,Udyog Vihar Phase 4,10.9,41.5,,,,,,,261.0,37.53,3.8,4.9,Cash,0
CNR8565712,CID6002194,2024-01-26 14:40:31,Cancelled by Customer,Go Sedan,Huda City Centre,Ghaziabad,13.4,,1,Change of plans,,,,,,,,,,0
CNR2372201,CID1310104,2024-11-22 06:18:22,Completed,Bike,Raj Nagar Extension,Akshardham,6.6,40.3,,,,,,,609.0,49.19,4.3,4.2,Cash,0
CNR5793595,CID6817932,2024-01-20 17:27:14,Completed,Auto,Keshav Puram,Vinobapuri,8.1,18.2,,,,,,,239.0,11.11,3.7,3.4,Cash,0
CNR9407369,CID4693276,2024-04-27 10:28:34,Completed,eBike,Sonipat,Raj Nagar Extension,14.7,41.8,,,,,,,261.0,31.44,4.6,4.5,Cash,0
CNR1893223,CID8811069,2024-12-17 11:53:38,Cancelled by Driver,eBike,Sarojini Nagar,Jama Masjid,7.6,,,,1,Customer related issue,,,,,,,,0
CNR7248041,CID3850493,2024-08-12 09:19:46,Completed,Go Sedan,Ardee City,ITO,7.4,30.2,,,,,,,234.0,24.48,4.6,4.3,UPI,0
CNR2053336,CID3236809,2024-03-15 07:48:21,Completed,Auto,Subhash Chowk,Ghitorni,10.5,44.5,,,,,,,480.0,5.09,4.4,4.2,UPI,0
CNR4693275,CID6025765,2024-06-18 18:30:27,Completed,Go Mini,Kanhaiya Nagar,Narsinghpur,6.9,42.1,,,,,,,93.0,32.86,4.3,4.8,Uber Wallet,0
CNR2946287,CID9457068,2024-10-18 17:47:57,Cancelled by Customer,Bike,Bhiwadi,Ghaziabad,9.0,,1,Change of plans,,,,,,,,,,0
CNR8277553,CID8467674,2024-07-10 10:07:44,Completed,Auto,Akshardham,Lal Quila,5.4,19.6,,,,,,,419.0,41.38,4.4,4.3,UPI,0
CNR4727180,CID3719847,2024-10-26 20:08:18,Completed,Go Sedan,Moti Nagar,Shastri Park,13.3,24.2,,,,,,,242.0,34.07,3.1,4.4,Cash,0
CNR6713714,CID1026987,2024-08-02 12:25:56,Cancelled by Driver,Go Sedan,Hero Honda Chowk,Kanhaiya Nagar,8.2,,,,1,Customer related issue,,,,,,,,0
CNR7897968,CID7674203,2024-10-26 15:52:04,Completed,Go Sedan,IFFCO Chowk,Jor Bagh,11.6,38.3,,,,,,,589.0,40.99,4.7,4.4,Cash,0
CNR3843857,CID8411981,2024-06-01 13:23:00,Cancelled by Driver,Bike,Karkarduma,Rajiv Nagar,6.9,,,,1,Personal & Car related issues,,,,,,,,0
CNR1206400,CID6256715,2024-11-25 06:51:22,Cancelled by Driver,Go Mini,Kherki Daula Toll,Tagore Garden,11.8,,,,1,Customer related issue,,,,,,,,0
CNR3198541,CID3308758,2024-02-24 19:26:51,Completed,Go Mini,Huda City Centre,Tughlakabad,5.3,28.5,,,,,,,617.0,33.52,3.4,4.9,Cash,0
CNR4329802,CID6859683,2024-04-22 12:19:12,Cancelled by Driver,Go Mini,Moti Nagar,Shivaji Park,4.1,,,,1,Customer related issue,,,,,,,,0
CNR4104386,CID1427801,2024-09-07 16:16:34,Completed,Auto,Mundka,Rithala,10.6,27.6,,,,,,,1427.0,29.58,4.9,4.3,UPI,0
CNR2623437,CID2468471,2024-01-28 19:13:59,Incomplete,Auto,Rithala,Subhash Nagar,2.4,25.7,,,,,1,Other Issue,200.0,6.24,,,Cash,0
CNR8419537,CID6106973,2024-09-27 23:39:30,Cancelled by Driver,Go Mini,Inderlok,Mansarovar Park,10.6,,,,1,Personal & Car related issues,,,,,,,,0
CNR9254069,CID3212155,2024-08-14 16:03:55,Completed,Auto,Kalkaji,Basai Dhankot,3.3,21.5,,,,,,,873.0,36.35,3.7,5.0,Credit Card,0
CNR8524907,CID2138132,2024-08-22 13:02:59,Completed,Bike,Anand Vihar,Saidulajab,7.8,32.5,,,,,,,793.0,45.04,4.2,3.7,UPI,0
CNR2697342,CID3447723,2024-11-01 06:38:16,Cancelled by Customer,Go Mini,Raj Nagar Extension,Noida Extension,5.3,,1,Wrong Address,,,,,,,,,,0
CNR1964525,CID9502386,2024-03-30 09:35:09,Completed,Bike,Lal Quila,Satguru Ram Singh Marg,13.3,36.0,,,,,,,213.0,30.44,3.7,4.5,Credit Card,0
CNR4376116,CID3026419,2024-10-29 22:30:49,Completed,Auto,Seelampur,Rajiv Nagar,5.3,39.6,,,,,,,338.0,49.68,3.9,4.1,UPI,0
CNR5219704,CID5822759,2024-01-17 22:43:25,Completed,Auto,AIIMS,Keshav Puram,12.8,30.9,,,,,,,491.0,22.49,4.5,4.2,Cash,0
CNR7277657,CID1486534,2024-02-24 17:46:33,Completed,Auto,Nawada,Qutub Minar,10.6,20.9,,,,,,,407.0,24.17,4.9,3.8,Credit Card,0
CNR6538431,CID2281334,2024-12-10 20:40:51,Cancelled by Driver,Go Mini,Badarpur,Laxmi Nagar,9.8,,,,1,The customer was coughing/sick,,,,,,,,0
CNR2551550,CID3021646,2024-11-22 18:24:36,Completed,Go Sedan,Ghitorni Village,Indirapuram,3.1,16.8,,,,,,,815.0,28.51,4.2,3.8,Cash,0
CNR6933480,CID1576068,2024-11-24 14:15:41,Cancelled by Driver,Auto,Ghitorni,Tagore Garden,9.2,,,,1,The customer was coughing/sick,,,,,,,,0
CNR6161413,CID5075786,2024-07-19 11:30:36,Completed,Go Mini,Akshardham,Rajiv Chowk,8.3,30.4,,,,,,,73.0,17.58,4.4,3.9,Uber Wallet,0
CNR3226087,CID6077878,2024-07-26 14:34:06,Completed,eBike,Lajpat Nagar,Ambience Mall,3.9,37.3,,,,,,,342.0,2.14,4.7,4.9,UPI,0
CNR4230404,CID9693318,2024-04-29 17:03:20,Completed,Go Sedan,Hero Honda Chowk,Dilshad Garden,14.1,36.8,,,,,,,489.0,19.06,4.5,4.5,UPI,0
CNR1612879,CID4426221,2024-02-14 14:42:17,Completed,Go Mini,Vatika Chowk,Rohini West,11.1,21.7,,,,,,,982.0,33.83,4.3,3.8,UPI,0
CNR8755801,CID3100005,2024-04-10 06:41:44,Cancelled by Customer,Bike,Mehrauli,Greater Noida,8.0,,1,Driver is not moving towards pickup location,,,,,,,,,,0
CNR6627786,CID3112322,2024-01-28 17:54:27,Cancelled by Driver,Go Sedan,Pataudi Chowk,Vasant Kunj,9.7,,,,1,Customer related issue,,,,,,,,0
CNR8789848,CID2183926,2024-04-24 21:10:12,Completed,Auto,Shastri Nagar,Mansarovar Park,10.8,28.9,,,,,,,232.0,33.6,4.5,4.6,Cash,0
CNR7187712,CID7444620,2024-07-13 22:49:38,Completed,Go Sedan,Nawada,Janakpuri,11.4,41.6,,,,,,,264.0,2.24,4.3,3.9,Cash,0
CNR2161236,CID5552847,2024-10-21 06:03:24,Completed,Premier Sedan,Vinobapuri,Nawada,14.1,15.4,,,,,,,841.0,41.22,4.7,4.3,Credit Card,0
CNR4179357,CID7515320,2024-04-26 08:47:51,Completed,Premier Sedan,Munirka,Kashmere Gate ISBT,12.2,28.9,,,,,,,376.0,23.49,4.2,3.9,UPI,0
CNR5051294,CID4829409,2024-10-03 16:35:27,Cancelled by Customer,Premier Sedan,DLF Phase 3,Ghaziabad,9.1,,1,Change of plans,,,,,,,,,,0
CNR3907471,CID9546287,2024-10-05 07:16:48,Completed,Go Mini,Narsinghpur,Pragati Maidan,14.1,36.2,,,,,,,911.0,43.43,4.7,3.4,Debit Card,0
CNR7211920,CID7863623,2024-08-19 08:37:44,Cancelled by Driver,Premier Sedan,Uttam Nagar,Mundka,7.2,,,,1,Customer related issue,,,,,,,,0
CNR4031640,CID5338831,2024-08-10 20:16:28,Completed,Go Sedan,Sultanpur,Badshahpur,11.0,36.1,,,,,,,892.0,5.92,4.2,4.1,Credit Card,0
CNR8016575,CID6120623,2024-07-07 15:04:01,Completed,Bike,Nirman Vihar,IFFCO Chowk,8.6,36.1,,,,,,,506.0,4.99,4.2,3.5,Cash,0
CNR6739627,CID3593168,2024-03-24 11:11:58,No Driver Found,Go Sedan,Hero Honda Chowk,Maidan Garhi,,,,,,,,,,,,,,0
CNR9745081,CID7959407,2024-10-10 17:37:11,Completed,Bike,IFFCO Chowk,Patel Chowk,8.9,29.3,,,,,,,65.0,33.8,4.4,4.7,UPI,0
CNR3466919,CID4944872,2024-01-26 23:04:16,Completed,Auto,Bhikaji Cama Place,Saidulajab,14.7,27.1,,,,,,,82.0,24.79,4.2,3.8,Cash,0
CNR6735416,CID2452445,2024-06-20 01:51:46,Cancelled by Driver,Go Mini,Greater Kailash,Udyog Vihar,4.4,,,,1,More than permitted people in there,,,,,,,,0
CNR8479883,CID2941684,2024-03-31 00:22:04,Completed,Auto,Keshav Puram,Subhash Nagar,10.2,44.6,,,,,,,512.0,46.96,4.4,4.1,Cash,0
CNR6538741,CID9589979,2024-11-26 14:05:55,Incomplete,Auto,Vaishali,Ashram,4.9,26.5,,,,,1,Customer Demand,728.0,10.32,,,Uber Wallet,0
CNR9131610,CID4972043,2024-10-20 12:39:35,Completed,Premier Sedan,Saidulajab,Ramesh Nagar,5.9,27.2,,,,,,,442.0,35.28,4.1,4.1,Uber Wallet,0
CNR5243320,CID2390770,2024-07-07 21:32:56,Completed,Premier Sedan,Tilak Nagar,Narsinghpur,2.9,28.3,,,,,,,2346.0,29.17,4.9,4.6,UPI,0
CNR2429714,CID5085012,2024-08-06 17:44:32,Incomplete,Auto,Chhatarpur,Sushant Lok,5.7,16.7,,,,,1,Customer Demand,205.0,4.42,,,UPI,0
CNR6302879,CID5297344,2024-05-01 21:24:40,Completed,Auto,Raj Nagar Extension,Malviya Nagar,6.5,26.4,,,,,,,527.0,21.47,4.3,4.3,Credit Card,0
CNR1064988,CID1583996,2024-11-16 10:44:43,No Driver Found,Auto,Ghitorni Village,Chirag Delhi,,,,,,,,,,,,,,0
CNR4935363,CID6060243,2024-06-02 10:39:36,Completed,Go Mini,Hauz Khas,Satguru Ram Singh Marg,13.8,33.6,,,,,,,637.0,38.08,4.7,4.4,Debit Card,0
CNR3684585,CID5612017,2024-02-22 15:07:30,Cancelled by Driver,Go Mini,Malviya Nagar,Ardee City,7.9,,,,1,More than permitted people in there,,,,,,,,0
CNR7970030,CID5314128,2024-08-13 09:40:26,Cancelled by Driver,Go Mini,Vatika Chowk,Khan Market,9.6,,,,1,More than permitted people in there,,,,,,,,0
CNR3685830,CID2910074,2024-08-12 22:34:22,Completed,Auto,Mansarovar Park,Inderlok,9.0,32.6,,,,,,,347.0,37.43,4.6,4.3,UPI,0
CNR5241370,CID6382061,2024-07-04 15:00:38,Cancelled by Driver,Go Sedan,Karkarduma,Ghaziabad,3.8,,,,1,More than permitted people in there,,,,,,,,0
CNR4771458,CID4462854,2024-09-06 11:37:36,Completed,Auto,Ambience Mall,Cyber Hub,11.3,39.7,,,,,,,411.0,20.16,4.7,4.6,Debit Card,0
CNR6877327,CID8244156,2024-01-01 06:23:32,Cancelled by Customer,Bike,Palam Vihar,Keshav Puram,16.8,,1,Driver is not moving towards pickup location,,,,,,,,,,0
CNR8047201,CID3969224,2024-09-12 11:15:10,Cancelled by Customer,eBike,Greater Noida,Preet Vihar,17.7,,1,Change of plans,,,,,,,,,,0
CNR2994275,CID5460127,2024-11-21 15:13:20,Completed,Auto,DLF City Court,Bhiwadi,2.6,25.1,,,,,,,239.0,27.13,3.7,3.9,Cash,0
CNR1339850,CID9073879,2024-05-23 21:35:02,Cancelled by Driver,Auto,GTB Nagar,Rajiv Nagar,9.1,,,,1,More than permitted people in there,,,,,,,,0
CNR1324108,CID1333654,2024-09-20 14:41:10,Cancelled by Customer,Premier Sedan,Sadar Bazar Gurgaon,Narsinghpur,9.5,,1,AC is not working,,,,,,,,,,0
CNR4214849,CID8356347,2024-06-22 06:19:34,Cancelled by Driver,Auto,Shahdara,Lok Kalyan Marg,4.6,,,,1,The customer was coughing/sick,,,,,,,,0
CNR3229116,CID4067805,2024-09-13 03:57:13,Completed,Go Sedan,Mansarovar Park,ITO,8.0,23.5,,,,,,,60.0,25.03,4.3,4.4,Debit Card,0
CNR9957785,CID5777163,2024-10-20 12:04:44,Cancelled by Driver,Auto,Rajiv Nagar,Vidhan Sabha,7.6,,,,1,Customer related issue,,,,,,,,0
CNR6937910,CID8991195,2024-01-07 15:55:50,Completed,Bike,Kalkaji,MG Road,3.8,25.6,,,,,,,978.0,36.26,4.2,4.9,Cash,0
CNR1894204,CID3777790,2024-09-28 09:29:08,Completed,Auto,Manesar,IFFCO Chowk,4.7,30.2,,,,,,,180.0,9.51,3.8,4.4,UPI,0
CNR1196697,CID7119981,2024-11-07 06:08:57,Completed,Go Sedan,IGNOU Road,Mandi House,10.4,30.3,,,,,,,689.0,5.07,3.1,4.2,Uber Wallet,0
CNR6258054,CID1033608,2024-03-27 19:20:19,Cancelled by Driver,Go Sedan,Pragati Maidan,GTB Nagar,11.1,,,,1,Customer related issue,,,,,,,,0
CNR2863454,CID6709627,2024-05-25 21:03:22,Completed,Go Sedan,Mundka,GTB Nagar,4.8,24.7,,,,,,,381.0,11.94,3.7,4.2,Credit Card,0
CNR5176217,CID2205930,2024-02-16 09:48:43,Cancelled by Driver,Auto,Khan Market,Vasant Kunj,10.6,,,,1,Customer related issue,,,,,,,,0
CNR5515725,CID6898736,2024-03-26 20:58:54,Completed,Auto,Shivaji Park,Meerut,6.0,43.7,,,,,,,455.0,18.95,3.8,4.2,Cash,0
CNR5016601,CID9214847,2024-04-10 09:38:54,Completed,Go Sedan,Gwal Pahari,Karkarduma,10.4,23.0,,,,,,,662.0,24.17,4.4,4.0,Cash,0
CNR1430292,CID8518058,2024-12-12 19:24:56,Incomplete,Bike,ITO,Ardee City,6.6,15.7,,,,,1,Customer Demand,710.0,9.97,,,UPI,0
CNR2473814,CID5310123,2024-11-02 15:03:03,Completed,Uber XL,Maidan Garhi,Mundka,5.2,35.9,,,,,,,423.0,4.46,5.0,3.8,Cash,0
CNR1114475,CID2779026,2024-09-02 14:24:09,Completed,Auto,Basai Dhankot,Noida Extension,8.6,39.5,,,,,,,768.0,30.7,3.9,5.0,Cash,0
CNR1546985,CID4006945,2024-05-27 21:57:17,Completed,eBike,GTB Nagar,Sikanderpur,4.9,44.1,,,,,,,194.0,33.92,3.7,4.8,Credit Card,0
CNR7840144,CID9108926,2024-09-02 11:50:11,Completed,Premier Sedan,Noida Film City,DLF Phase 3,9.3,34.7,,,,,,,410.0,25.49,4.1,4.8,Cash,0
CNR7468933,CID6581905,2024-01-12 16:53:24,Completed,Bike,Greater Kailash,Tilak Nagar,4.5,34.3,,,,,,,269.0,38.39,4.4,4.1,UPI,0
CNR4734256,CID2531784,2024-04-30 16:53:54,Completed,Go Sedan,New Delhi Railway Station,Dwarka Mor,10.2,25.9,,,,,,,904.0,16.16,4.2,4.6,Uber Wallet,0
CNR6711271,CID6301454,2024-02-21 02:24:23,No Driver Found,Go Sedan,Bahadurgarh,Kaushambi,,,,,,,,,,,,,,0
CNR3251105,CID2439873,2024-02-18 10:49:25,Completed,Bike,Pataudi Chowk,Shahdara,11.3,25.5,,,,,,,1087.0,35.82,4.3,4.6,UPI,0
CNR7790624,CID7120044,2024-04-10 10:35:01,Completed,Premier Sedan,Anand Vihar ISBT,IFFCO Chowk,10.7,39.7,,,,,,,1195.0,27.76,4.1,3.6,UPI,0
CNR8993195,CID3968872,2024-07-04 13:37:09,Completed,Auto,Connaught Place,Jama Masjid,11.6,41.6,,,,,,,754.0,11.3,4.6,4.8,UPI,0
CNR5743211,CID9080646,2024-06-03 18:01:16,Completed,Go Sedan,Udyog Bhawan,Udyog Vihar,7.5,32.4,,,,,,,587.0,33.22,4.3,4.4,UPI,0
CNR8497081,CID2058397,2024-10-07 19:13:15,Completed,Go Mini,Saket,Gurgaon Sector 56,8.5,38.9,,,,,,,977.0,30.82,3.8,5.0,Debit Card,0
CNR9027093,CID5151186,2024-01-23 20:16:27,Incomplete,Auto,Tilak Nagar,Lok Kalyan Marg,2.7,26.7,,,,,1,Customer Demand,198.0,7.37,,,Uber Wallet,0
CNR2040699,CID2645991,2024-12-04 06:36:12,Completed,Go Mini,Badshahpur,Sikanderpur,6.7,29.5,,,,,,,94.0,38.26,3.9,4.6,UPI,0
CNR6617568,CID4058640,2024-12-25 07:00:12,Completed,Auto,Adarsh Nagar,Barakhamba Road,7.8,43.2,,,,,,,217.0,2.52,3.7,3.3,UPI,0
CNR2069093,CID2858678,2024-08-09 19:04:39,No Driver Found,Go Mini,Dwarka Sector 21,Narsinghpur,,,,,,,,,,,,,,0
CNR8047639,CID1413156,2024-10-17 01:33:15,Completed,Auto,Chhatarpur,Tughlakabad,9.2,32.5,,,,,,,989.0,32.24,3.5,4.2,UPI,0
CNR1808195,CID9122451,2024-04-18 04:02:24,Completed,Bike,Kirti Nagar,Ghitorni,9.6,25.0,,,,,,,86.0,34.57,4.3,4.9,UPI,0
CNR4207850,CID5260518,2024-06-14 20:41:42,No Driver Found,Auto,Meerut,Rajiv Nagar,,,,,,,,,,,,,,0
CNR2239825,CID5259543,2024-07-06 22:51:36,Cancelled by Driver,Bike,Nawada,Chanakyapuri,4.4,,,,1,Personal & Car related issues,,,,,,,,0
CNR5810537,CID7998909,2024-12-09 10:09:05,Completed,Go Mini,Greater Kailash,Madipur,13.5,39.0,,,,,,,752.0,47.1,4.1,4.4,UPI,0
CNR5446957,CID3492466,2024-09-20 09:05:58,Completed,Auto,Ashok Vihar,Satguru Ram Singh Marg,11.7,30.2,,,,,,,140.0,34.14,4.5,4.1,Cash,0
CNR2872767,CID6745309,2024-06-23 17:04:54,Completed,Auto,Vasant Kunj,INA Market,8.1,35.1,,,,,,,228.0,16.96,4.4,4.2,Debit Card,0
CNR2261495,CID6235472,2024-02-02 19:08:02,Cancelled by Driver,Go Sedan,Moti Nagar,Anand Vihar,8.3,,,,1,More than permitted people in there,,,,,,,,0
CNR1862952,CID3184461,2024-06-23 08:07:57,Completed,Go Mini,Rajouri Garden,Munirka,8.7,16.2,,,,,,,89.0,26.92,3.8,4.8,UPI,0
CNR5671947,CID1736669,2024-04-15 21:17:56,No Driver Found,Bike,Dilshad Garden,Jama Masjid,,,,,,,,,,,,,,0
CNR3240376,CID3927692,2024-05-16 03:02:10,Completed,Auto,Narsinghpur,Malviya Nagar,5.4,16.0,,,,,,,430.0,18.94,4.3,4.6,Credit Card,0
CNR9927918,CID8517384,2024-09-25 07:48:02,No Driver Found,Auto,Madipur,DLF Phase 3,,,,,,,,,,,,,,0
CNR9717273,CID4992742,2024-09-22 22:44:47,No Driver Found,Go Mini,Badarpur,Karol Bagh,,,,,,,,,,,,,,0
CNR8907014,CID4841716,2024-02-04 20:02:05,Completed,Auto,Tilak Nagar,IIT Delhi,7.6,22.2,,,,,,,272.0,33.0,4.6,4.9,Cash,0
CNR8615253,CID2716566,2024-09-30 17:53:24,Completed,Premier Sedan,Basai Dhankot,Meerut,14.5,18.0,,,,,,,656.0,8.78,3.7,3.8,UPI,0
CNR7051217,CID9512403,2024-02-18 08:42:43,No Driver Found,Auto,Civil Lines Gurgaon,Ghitorni Village,,,,,,,,,,,,,,0
CNR1357147,CID8704676,2024-09-27 18:18:12,Completed,Premier Sedan,Pragati Maidan,Huda City Centre,13.1,43.1,,,,,,,438.0,43.06,4.5,4.9,UPI,0
CNR6577925,CID8091997,2024-11-01 17:25:38,Cancelled by Driver,Auto,Greater Noida,Raj Nagar Extension,10.0,,,,1,More than permitted people in there,,,,,,,,0
CNR4141357,CID6289124,2024-01-27 04:06:10,Completed,Go Sedan,Lajpat Nagar,Bahadurgarh,2.0,35.9,,,,,,,1122.0,42.03,4.7,3.4,UPI,0
CNR8913913,CID8149777,2024-06-10 16:48:12,Cancelled by Customer,Premier Sedan,Kadarpur,Ghaziabad,19.5,,1,Driver asked to cancel,,,,,,,,,,0
CNR9370952,CID8936380,2024-08-16 21:58:48,No Driver Found,Go Mini,Rajiv Chowk,Kaushambi,,,,,,,,,,,,,,0
CNR6203630,CID7988466,2024-03-24 13:14:22,Completed,Auto,Ashram,Tilak Nagar,4.7,20.8,,,,,,,475.0,23.26,4.3,5.0,Credit Card,0
CNR1585232,CID9339220,2024-08-27 19:45:17,Cancelled by Driver,Premier Sedan,Vasant Kunj,Palam Vihar,7.1,,,,1,The customer was coughing/sick,,,,,,,,0
CNR5850618,CID9835398,2024-04-12 14:56:34,Cancelled by Driver,Go Sedan,Chandni Chowk,Sarojini Nagar,7.9,,,,1,Personal & Car related issues,,,,,,,,0
CNR5225608,CID8433028,2024-05-28 09:47:40,Completed,Premier Sedan,Sohna Road,Janakpuri,2.6,26.0,,,,,,,73.0,15.37,5.0,3.7,Cash,0
CNR9754180,CID3823950,2024-02-18 21:15:25,Completed,Go Sedan,India Gate,Ghitorni Village,2.3,39.1,,,,,,,1615.0,48.49,4.7,4.6,Credit Card,0
CNR3304438,CID4701231,2024-07-20 15:20:24,Completed,Bike,Noida Sector 18,Tis Hazari,8.7,26.9,,,,,,,1133.0,33.48,4.8,3.8,Cash,0
CNR4256731,CID2457871,2024-05-12 14:06:14,Completed,Auto,Nawada,Vidhan Sabha,3.3,23.5,,,,,,,885.0,2.06,4.9,3.9,Debit Card,0
CNR8386305,CID9154975,2024-03-05 19:53:54,Completed,Go Mini,Barakhamba Road,Ramesh Nagar,12.5,25.4,,,,,,,324.0,27.54,4.6,4.2,UPI,0
CNR7505542,CID8904773,2024-11-12 13:19:55,Completed,Go Mini,Saket A Block,IFFCO Chowk,14.9,20.4,,,,,,,570.0,20.58,4.2,4.9,Cash,0
CNR4385787,CID1487766,2024-06-26 15:50:15,Completed,Auto,Noida Sector 62,Pragati Maidan,9.2,19.1,,,,,,,477.0,31.33,3.2,4.1,UPI,0
CNR8041020,CID1304541,2024-04-23 05:15:17,No Driver Found,Premier Sedan,Pulbangash,Lok Kalyan Marg,,,,,,,,,,,,,,0
CNR2056717,CID9228590,2024-05-20 18:54:47,Cancelled by Driver,Go Mini,Bhikaji Cama Place,IFFCO Chowk,10.0,,,,1,More than permitted people in there,,,,,,,,0
CNR2651908,CID1111912,2024-11-13 16:55:02,Completed,Go Mini,Rajouri Garden,Pataudi Chowk,4.7,42.4,,,,,,,153.0,4.55,4.2,4.5,UPI,0
CNR2177166,CID3417757,2024-03-23 18:04:49,Completed,Bike,Munirka,Chhatarpur,13.6,25.0,,,,,,,856.0,41.68,4.6,4.2,UPI,0
CNR4499266,CID1247864,2024-10-22 15:34:15,Completed,Auto,Yamuna Bank,Huda City Centre,11.5,38.5,,,,,,,585.0,35.41,4.2,3.2,UPI,0
CNR4968246,CID4639589,2024-11-30 10:21:01,Completed,Bike,Chandni Chowk,Gwal Pahari,3.2,37.9,,,,,,,254.0,42.1,3.0,3.8,Credit Card,0
CNR8763196,CID5037472,2024-04-15 10:36:56,Completed,Auto,Lok Kalyan Marg,Okhla,9.5,38.5,,,,,,,253.0,42.92,3.7,4.3,Debit Card,0
CNR1431374,CID9092607,2024-01-31 17:32:36,Incomplete,Auto,Jhilmil,Ashok Park Main,3.3,13.7,,,,,1,Vehicle Breakdown,574.0,16.07,,,Credit Card,0
CNR8725956,CID4289001,2024-01-30 15:44:25,Completed,Auto,Ghitorni Village,Keshav Puram,6.4,26.0,,,,,,,214.0,25.59,4.7,4.3,UPI,0
CNR4824997,CID4751702,2024-03-13 20:44:32,Completed,Go Mini,Barakhamba Road,Akshardham,5.9,37.1,,,,,,,133.0,36.02,4.3,4.9,Cash,0
CNR2752308,CID8594474,2024-09-21 08:41:49,Cancelled by Driver,Premier Sedan,ITO,Rajiv Nagar,5.9,,,,1,More than permitted people in there,,,,,,,,0
CNR5687203,CID9915752,2024-06-04 05:29:08,Cancelled by Customer,Bike,Ghitorni,Dwarka Mor,17.1,,1,Change of plans,,,,,,,,,,0
